id,node_id,name,full_name,private,owner,html_url,description,fork,created_at,updated_at,pushed_at,homepage,size,stargazers_count,watchers_count,language,has_issues,has_projects,has_downloads,has_wiki,has_pages,has_discussions,forks_count,archived,disabled,open_issues_count,license,allow_forking,is_template,web_commit_signoff_required,visibility,forks,open_issues,watchers,default_branch,score,organization,readme,contributors,manual_label,prediction,release_downloads,code_of_conduct,contributing,security_policy,issue_templates,pull_request_template,subscribers_count,,,Groups/Clubs,Organizations
51066365,MDEwOlJlcG9zaXRvcnk1MTA2NjM2NQ==,sugarfree,andrewbuss/sugarfree,0,andrewbuss,https://github.com/andrewbuss/sugarfree,Emulated Vanilla core for UCSD CSE 141L,0,2016-02-04 09:44:38+00:00,2016-02-04 23:13:44+00:00,2016-02-06 00:21:02+00:00,,7,2,2,Python,1,1,1,1,0,0,0,0,0,0,,1,0,0,public,0,0,2,master,1,,,['andrewbuss'],1,0.77,0,,,,,,1,,,guruucsd,ucsd-ets
397878309,MDEwOlJlcG9zaXRvcnkzOTc4NzgzMDk=,amazon-product-reviews-exploratory-data-analysis,arham-rumi/amazon-product-reviews-exploratory-data-analysis,0,arham-rumi,https://github.com/arham-rumi/amazon-product-reviews-exploratory-data-analysis,,0,2021-08-19 08:54:11+00:00,2024-04-27 13:11:44+00:00,2022-10-20 11:43:38+00:00,,28169,3,3,Jupyter Notebook,1,1,1,1,0,0,1,0,0,0,,1,0,0,public,1,0,3,main,1,,"
# Amazon Product Reviews - Exploratory Data Analysis

In this project, I am going to perform Exploratory Data Analysis on Amazon Product Reviews that will lead stakeholders to the understanding of data distribution, solving problem statements and some other aspects of data. Explanation of results is given in this [Medium Article](https://medium.com/@arhamrumi/amazon-reviews-eda-662c485ec00c).

_This project will remain in progress for better analysis_

## Acknowledgements

_WE DON NOT OWN ANY DATA_

_Our Datasets Resource for this Project is_

 - [ucsd.edu (JSON-Raw Data)](http://deepyeti.ucsd.edu/jianmo/amazon/index.html)
 - [Amazon Reviews (CSV-Cleaned Data)](https://www.kaggle.com/arhamrumi/amazon-reviews-eda-20012018)

  
## Technologies used

Following are the main technologies, used in this project

- Python
- Jupyter Lab

    Install it using the following pip command in CMD
    ```
    pip install jupyterlab
    ```

  
## Contributing

Contributions are always welcome!

For major changes, please open an issue first to discuss what you would like to change.

  
## Support

For support, email arhamrumi007@gmail.com


  
## Connection Links 🔗
[![portfolio](https://img.shields.io/badge/my_portfolio-000?style=for-the-badge&logo=ko-fi&logoColor=white)](https://arham-rumi.netlify.app/)
[![linkedin](https://img.shields.io/badge/linkedin-0A66C2?style=for-the-badge&logo=linkedin&logoColor=white)](https://www.linkedin.com/in/arham-rumi-94769b180/)
","['arham-rumi', 'deepsourcebot']",0,0.7,0,,,,,,2,,,,
99174119,MDEwOlJlcG9zaXRvcnk5OTE3NDExOQ==,course-reviews-scraper,ArronJLinton/course-reviews-scraper,0,ArronJLinton,https://github.com/ArronJLinton/course-reviews-scraper,,0,2017-08-03 00:52:04+00:00,2023-03-08 21:38:25+00:00,2018-06-11 19:24:39+00:00,,167671,2,2,JavaScript,1,1,1,1,0,0,5,0,0,1,,1,0,0,public,5,1,2,master,1,,,"['jsorannotrilogy', 'afhaque', 'ArronJLinton']",0,0.66,0,,,,,,2,,,,
293320210,MDEwOlJlcG9zaXRvcnkyOTMzMjAyMTA=,Data-Structure-UC-San-Diego,Arsh77/Data-Structure-UC-San-Diego,0,Arsh77,https://github.com/Arsh77/Data-Structure-UC-San-Diego,Coursera UC San Diego course solution,0,2020-09-06 16:47:05+00:00,2020-09-06 16:53:09+00:00,2020-09-06 16:53:06+00:00,,1040,0,0,Python,1,1,1,1,0,0,0,0,0,0,,1,0,0,public,0,0,0,master,1,,"# Data-Structure-UC-San-Diego
Coursera UC San Diego course solution
",['Arsh77'],1,0.7,0,,,,,,1,,,,
370505793,MDEwOlJlcG9zaXRvcnkzNzA1MDU3OTM=,Mjolnir_kit,ArthurDassier/Mjolnir_kit,0,ArthurDassier,https://github.com/ArthurDassier/Mjolnir_kit,,0,2021-05-24 23:02:11+00:00,2025-01-11 11:32:21+00:00,2021-12-04 21:14:17+00:00,,4285,18,18,Python,1,1,1,1,0,0,4,0,0,0,,1,0,0,public,4,0,18,master,1,,,"['djnighti', 'ArthurDassier', 'fadli0029', 'Ayilay', 'degulati']",1,0.66,0,,,,,,2,,,vibansal,
151766222,MDEwOlJlcG9zaXRvcnkxNTE3NjYyMjI=,Big-Data-Specialization,Aryann-rajnish/Big-Data-Specialization,0,Aryann-rajnish,https://github.com/Aryann-rajnish/Big-Data-Specialization,coursera (Created by:  University of California San Diego),0,2018-10-05 19:06:09+00:00,2018-10-05 21:02:02+00:00,2018-10-05 21:02:00+00:00,,1766,0,0,Jupyter Notebook,1,1,1,1,0,0,1,0,0,0,,1,0,0,public,1,0,0,master,1,,"# Big-Data-Specialization
",['Aryann-rajnish'],1,0.59,0,,,,,,0,,,,
49069147,MDEwOlJlcG9zaXRvcnk0OTA2OTE0Nw==,UCSD2,athkou/UCSD2,0,athkou,https://github.com/athkou/UCSD2,Project for Course 2 in the UCSD Specialization,0,2016-01-05 13:57:36+00:00,2016-02-04 13:56:38+00:00,2016-02-04 13:52:31+00:00,,2202,0,0,Java,1,1,1,1,0,0,0,0,0,0,,1,0,0,public,0,0,0,master,1,,,['athkou'],1,0.67,0,,,,,,1,,,,
288828132,MDEwOlJlcG9zaXRvcnkyODg4MjgxMzI=,DATA-STRUCTURES-AND-ALGORITHMS-SPECIALIZATION,Baasant/DATA-STRUCTURES-AND-ALGORITHMS-SPECIALIZATION,0,Baasant,https://github.com/Baasant/DATA-STRUCTURES-AND-ALGORITHMS-SPECIALIZATION,,0,2020-08-19 20:15:01+00:00,2020-10-04 02:19:49+00:00,2020-10-04 02:19:47+00:00,,1105,0,0,Python,1,1,1,1,0,0,0,0,0,0,,1,0,0,public,0,0,0,master,1,,,['Baasant'],1,0.69,0,,,,,,1,,,,
441948607,R_kgDOGleZvw,lajolla_public,BachiLi/lajolla_public,0,BachiLi,https://github.com/BachiLi/lajolla_public,UCSD CSE 272 renderer,0,2021-12-26 17:36:31+00:00,2025-02-23 20:52:03+00:00,2025-01-06 18:38:37+00:00,,169787,88,88,C++,1,1,1,1,0,0,53,0,0,2,mit,1,0,0,public,53,2,88,main,1,,,"['BachiLi', 'AlstonXiao', 'jf514', 'ken2576', 'WeichenLiu', 'TH3CHARLie', 'TonyZYT2000', 'arthur-x', 'Cjkkkk', 'yashbelhe']",1,0.78,0,,,,,,5,,,,
206792473,MDEwOlJlcG9zaXRvcnkyMDY3OTI0NzM=,UnfoldingMaps,Basem-Gaber/UnfoldingMaps,0,Basem-Gaber,https://github.com/Basem-Gaber/UnfoldingMaps,Unfolding Maps project in Java using starter code from a UCSD course on coursera,0,2019-09-06 12:47:53+00:00,2019-09-06 13:08:54+00:00,2019-09-06 13:08:51+00:00,,11659,0,0,Java,1,1,1,1,0,0,0,0,0,0,other,1,0,0,public,0,0,0,master,1,,"unfolding_app_template and UC San Diego/Coursera MOOC starter code
==================================================================

This is a skeleton to use Unfolding in Eclipse as well as some starter
code for the Object Oriented Programming in Java course offered by 
UC San Diego through Coursera.

A very basic Unfolding demo you'll find in the source folder in the default package. 
For more examples visit http://unfoldingmaps.org, or download the template with
examples.

The module folders contain the starter code for the programming assignments
associated with the MOOC.

Get excited and make things!


INSTALLATION

Import this folder in Eclipse ('File' -> 'Import' -> 'Existing Projects into
Workspace', Select this folder, 'Finish')


MANUAL INSTALLATION

If the import does not work follow the steps below.

- Create new Java project
- Copy+Paste all files into project
- Add all lib/*.jars to build path
- Set native library location for jogl.jar. Choose appropriate folder for your OS.
- Add data/ as src


TROUBLE SHOOTING

Switch Java Compiler to 1.6 if you get VM problems. (Processing should work with Java 1.6, and 1.7)




",['Basem-Gaber'],1,0.76,0,,,,,,1,,,,
830654298,R_kgDOMYLHWg,rendercv,bchester102/rendercv,0,bchester102,https://github.com/bchester102/rendercv,,0,2024-07-18 17:41:19+00:00,2024-12-13 22:47:28+00:00,2024-12-13 22:47:24+00:00,,878,0,0,TeX,1,1,1,1,0,0,0,0,0,0,mit,1,0,0,public,0,0,0,main,1,,,['bchester102'],1,0.8,0,,,,,,1,,,,
181343507,MDEwOlJlcG9zaXRvcnkxODEzNDM1MDc=,UCSDUnfoldingMaps,Bealfan/UCSDUnfoldingMaps,0,Bealfan,https://github.com/Bealfan/UCSDUnfoldingMaps,UCSD,0,2019-04-14 17:18:39+00:00,2019-04-14 17:18:57+00:00,2019-04-14 17:18:54+00:00,,11711,0,0,Java,1,1,1,1,0,0,0,0,0,0,other,1,0,0,public,0,0,0,master,1,,,[],1,0.74,0,,,,,,1,,,,
567410502,R_kgDOIdH_Rg,bimm143,bel008/bimm143,0,bel008,https://github.com/bel008/bimm143,UCSD Bioinformatics Lab - FA22,0,2022-11-17 18:23:53+00:00,2022-12-01 19:31:23+00:00,2022-12-01 23:27:32+00:00,,6362,0,0,HTML,1,1,1,1,1,0,0,0,0,0,,1,0,0,public,0,0,0,main,1,,,['bel008'],1,0.71,0,,,,,,1,,,,
118879974,MDEwOlJlcG9zaXRvcnkxMTg4Nzk5NzQ=,UCSDUnfoldingMaps,bhavna04/UCSDUnfoldingMaps,0,bhavna04,https://github.com/bhavna04/UCSDUnfoldingMaps,"Project in Certification Course: Object Oriented Programming in Java by University of California, San Diego.",0,2018-01-25 07:44:49+00:00,2018-01-25 07:44:49+00:00,2018-01-25 07:44:50+00:00,,0,0,0,,1,1,1,1,0,0,0,0,0,0,,1,0,0,public,0,0,0,master,1,,,[],1,0.75,0,,,,,,1,,,,
